,model,perturbation,latent_dim,cell_r2,cell_l2,cell_mmd,dataset_name
263,w1ot,tanespimycin,50,0.919882025598761,0.6117994,0.005049996653106,sciplex3-hvg-top1k
264,w2ot,tanespimycin,50,0.3339850149150611,3.0901804,0.0396207331874133,sciplex3-hvg-top1k
265,identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,sciplex3-hvg-top1k
266,observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,sciplex3-hvg-top1k
267,scgen,hesperadin,50,0.9359503191321682,0.9512944,0.0111716321913991,sciplex3-hvg-top1k
268,w1ot,hesperadin,50,0.8635210611785978,0.80463666,0.0043227134353946,sciplex3-hvg-top1k
269,w2ot,hesperadin,50,0.687735921221508,1.7950886,0.022199273207105,sciplex3-hvg-top1k
270,identity,belinostat,50,0.5375346009835423,1.5128794,0.0084792575341998,sciplex3-hvg-top1k
271,observed,belinostat,50,0.9717329667279556,0.369087,0.0017509625927777,sciplex3-hvg-top1k
272,scgen,belinostat,50,0.8589588081704533,1.0484027,0.0112461060522764,sciplex3-hvg-top1k
273,w1ot,belinostat,50,0.7667707297756272,0.9649065,0.0051321203506086,sciplex3-hvg-top1k
274,w2ot,belinostat,50,0.6573951412943385,1.7921449,0.0291048785866362,sciplex3-hvg-top1k
275,identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,sciplex3-hvg-top1k
276,observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,sciplex3-hvg-top1k
277,scgen,dacinostat,50,0.6885426976069033,1.604557,0.0131326566194184,sciplex3-hvg-top1k
278,w1ot,dacinostat,50,0.8564566301625034,1.171505,0.0084705840470269,sciplex3-hvg-top1k
279,w2ot,dacinostat,50,0.7478718679669604,1.4551675,0.0620377137597591,sciplex3-hvg-top1k
280,identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,sciplex3-hvg-top1k
281,observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,sciplex3-hvg-top1k
282,scgen,givinostat,50,0.803993655354309,1.1635818,0.0081234643922653,sciplex3-hvg-top1k
283,w1ot,givinostat,50,0.8346909163873941,0.9335761,0.0046605550148524,sciplex3-hvg-top1k
284,w2ot,givinostat,50,0.570924975103128,2.1602812,0.0587895940403124,sciplex3-hvg-top1k
285,identity,tanespimycin,50,0.730009167244807,0.92046684,0.0068321170425042,sciplex3-hvg-top1k
286,observed,tanespimycin,50,0.9713354427153412,0.30230856,0.0029944237577728,sciplex3-hvg-top1k
287,scgen,tanespimycin,50,0.9068284842953304,0.52440554,0.006659493901534,sciplex3-hvg-top1k
288,w1ot,tanespimycin,50,0.9069798725871676,0.61928284,0.0049070348124951,sciplex3-hvg-top1k
289,w2ot,tanespimycin,50,0.8566658113062491,0.938529,0.0256786593535634,sciplex3-hvg-top1k
290,identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,sciplex3-hvg-top1k
291,observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,sciplex3-hvg-top1k
292,scgen,alvespimycin,50,0.7467688842740513,0.83074075,0.0092697370052337,sciplex3-hvg-top1k
293,w1ot,alvespimycin,50,0.9117581069717968,0.66879296,0.0056090198690071,sciplex3-hvg-top1k
294,w2ot,alvespimycin,50,0.7824064668278334,1.0589291,0.0319433855463591,sciplex3-hvg-top1k
295,identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,sciplex3-hvg-top1k
296,observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,sciplex3-hvg-top1k
297,scgen,tak,50,0.9442891271435714,0.6454298,0.0088160310352395,sciplex3-hvg-top1k
298,w1ot,tak,50,0.9547247120751648,0.5093216,0.0034549160623282,sciplex3-hvg-top1k
299,w2ot,tak,50,0.3333424311825362,3.3306031,0.0410827472863873,sciplex3-hvg-top1k
300,identity,flavopiridol,50,0.7900877616229688,1.0236616,0.0065947994487942,sciplex3-hvg-top1k
301,observed,flavopiridol,50,0.9765279650760544,0.32698247,0.0029220921400701,sciplex3-hvg-top1k
302,scgen,flavopiridol,50,0.926518481889366,0.690168,0.0083370346782589,sciplex3-hvg-top1k
303,w1ot,flavopiridol,50,0.9710053668818406,0.51840556,0.0043009684518619,sciplex3-hvg-top1k
304,w2ot,flavopiridol,50,0.8748747187959566,0.8674471,0.0259076261930415,sciplex3-hvg-top1k
305,identity,flavopiridol,50,0.7362034946756042,1.1569718,0.0073104525308008,sciplex3-hvg-top1k
306,observed,flavopiridol,50,0.9735733853992352,0.34677762,0.0030339465220458,sciplex3-hvg-top1k
307,scgen,flavopiridol,50,0.9318009991294224,0.7233774,0.0109870195943221,sciplex3-hvg-top1k
308,w1ot,flavopiridol,50,0.963006468526535,0.5269198,0.0042223476155777,sciplex3-hvg-top1k
309,w2ot,flavopiridol,50,0.8606548354459054,1.0314788,0.0260155052580931,sciplex3-hvg-top1k
310,identity,givinostat,50,0.3517405696467549,2.1590354,0.0090621593175455,sciplex3-hvg-top1k
311,observed,givinostat,50,0.9897117469640362,0.27188942,0.0020315529778599,sciplex3-hvg-top1k
312,scgen,givinostat,50,0.7397547478327596,1.3297299,0.0102088398439809,sciplex3-hvg-top1k
313,w1ot,givinostat,50,0.7007205024207991,1.2340426,0.0050211935956031,sciplex3-hvg-top1k
314,w2ot,givinostat,50,0.1964724492857688,6.841704,0.1138906314082277,sciplex3-hvg-top1k
315,identity,alvespimycin,50,0.5785069183299044,1.1890396,0.0077654433087445,sciplex3-hvg-top1k
316,observed,alvespimycin,50,0.9767768074774804,0.2645169,0.00243342529051,sciplex3-hvg-top1k
317,scgen,alvespimycin,50,0.7642049163132262,0.85806155,0.0128270481340587,sciplex3-hvg-top1k
318,w1ot,alvespimycin,50,0.806449517877373,0.8149752,0.0058804447995498,sciplex3-hvg-top1k
319,w2ot,alvespimycin,50,0.7820973972549411,1.0473529,0.0304366813332623,sciplex3-hvg-top1k
320,identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,sciplex3-hvg-top1k
321,observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,sciplex3-hvg-top1k
322,scgen,givinostat,50,0.803993655354309,1.1635818,0.0081234643922653,sciplex3-hvg-top1k
323,w1ot,givinostat,50,0.8346909163873941,0.9335761,0.0046605550148524,sciplex3-hvg-top1k
324,w2ot,givinostat,50,0.7941546125650593,1.3618109,0.0460667314060386,sciplex3-hvg-top1k
325,identity,jnj,50,0.9636013994138344,0.9403704,0.0050042257457971,sciplex3-hvg-top1k
326,observed,jnj,50,0.9730546187736312,0.36738774,0.0015787632763385,sciplex3-hvg-top1k
327,scgen,jnj,50,0.9407534243752292,0.39742166,0.013983057141304,sciplex3-hvg-top1k
328,w1ot,jnj,50,0.9835954575237404,0.3797769,0.004745780006051,sciplex3-hvg-top1k
329,w2ot,jnj,50,0.7167241855077121,1.5099245,0.0405278548491882,sciplex3-hvg-top1k
330,identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,sciplex3-hvg-top1k
331,observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,sciplex3-hvg-top1k
332,scgen,alvespimycin,50,0.7467688842740513,0.83074075,0.0092697370052337,sciplex3-hvg-top1k
333,w1ot,alvespimycin,50,0.9117581069717968,0.66879296,0.0056090198690071,sciplex3-hvg-top1k
334,w2ot,alvespimycin,50,0.4282804529422652,2.5462549,0.036110084068591,sciplex3-hvg-top1k
335,identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,sciplex3-hvg-top1k
336,observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,sciplex3-hvg-top1k
337,scgen,dacinostat,50,0.780856600872125,1.3401533,0.0115745581593364,sciplex3-hvg-top1k
338,w1ot,dacinostat,50,0.8183008549417433,1.281322,0.0092971895285882,sciplex3-hvg-top1k
339,w2ot,dacinostat,50,0.1414882459965515,3.9900577,0.0563703785773072,sciplex3-hvg-top1k
340,identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,sciplex3-hvg-top1k
341,observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,sciplex3-hvg-top1k
342,scgen,givinostat,50,0.817313920764839,1.1278687,0.0110569866257719,sciplex3-hvg-top1k
343,w1ot,givinostat,50,0.7488786900647747,1.1527922,0.005126971732825,sciplex3-hvg-top1k
344,w2ot,givinostat,50,0.6553910784531066,1.5634674,0.0552762303392714,sciplex3-hvg-top1k
345,identity,tanespimycin,50,0.6924636768010487,1.0111017,0.0074161568796262,sciplex3-hvg-top1k
346,observed,tanespimycin,50,0.9695041326793516,0.29562366,0.0027033649990335,sciplex3-hvg-top1k
347,scgen,tanespimycin,50,0.8635821461360516,0.62937415,0.0065592615283094,sciplex3-hvg-top1k
348,w1ot,tanespimycin,50,0.9408436076815572,0.5307342,0.0046126878424547,sciplex3-hvg-top1k
349,w2ot,tanespimycin,50,0.1841011056767539,5.1228485,0.0807838836966741,sciplex3-hvg-top1k
350,identity,jnj,50,0.9636013994138344,0.9403704,0.0050042257457971,sciplex3-hvg-top1k
351,observed,jnj,50,0.9730546187736312,0.36738774,0.0015787632763385,sciplex3-hvg-top1k
352,scgen,jnj,50,0.9570530173538276,0.35208112,0.0097523088753223,sciplex3-hvg-top1k
353,w1ot,jnj,50,0.982072596790948,0.44923964,0.0048685285449028,sciplex3-hvg-top1k
354,w2ot,jnj,50,0.6416972241438207,1.7910843,0.0520566024371479,sciplex3-hvg-top1k
355,identity,jnj,50,0.9659516749351398,0.97914267,0.0050837444514036,sciplex3-hvg-top1k
356,observed,jnj,50,0.9722425024085364,0.3236268,0.0016823624819517,sciplex3-hvg-top1k
357,scgen,jnj,50,0.9507896269018882,0.3812246,0.0115959860384464,sciplex3-hvg-top1k
358,w1ot,jnj,50,0.9794177374761774,0.37273818,0.0056503262370824,sciplex3-hvg-top1k
359,w2ot,jnj,50,0.7921143621663678,0.97113305,0.0377908065748434,sciplex3-hvg-top1k
360,identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,sciplex3-hvg-top1k
361,observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,sciplex3-hvg-top1k
362,scgen,tak,50,0.9442891271435714,0.6454298,0.0088160310352395,sciplex3-hvg-top1k
363,w1ot,tak,50,0.963285315489545,0.429937,0.0033419753061025,sciplex3-hvg-top1k
364,w2ot,tak,50,0.736447807390897,1.2664388,0.0255277911980351,sciplex3-hvg-top1k
365,identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,sciplex3-hvg-top1k
366,observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,sciplex3-hvg-top1k
367,scgen,alvespimycin,50,0.7888994696150311,0.76144964,0.01087301870808,sciplex3-hvg-top1k
368,w1ot,alvespimycin,50,0.8915639797695395,0.60076797,0.0051822636323049,sciplex3-hvg-top1k
369,w2ot,alvespimycin,50,0.7892523612073961,1.3258203,0.0292629174634162,sciplex3-hvg-top1k
370,identity,alvespimycin,50,0.5411564806809528,1.2455996,0.0083560878178104,sciplex3-hvg-top1k
371,observed,alvespimycin,50,0.9724144630164808,0.27253118,0.0026255909726023,sciplex3-hvg-top1k
372,scgen,alvespimycin,50,0.8686637163536219,0.69704896,0.0122166550485417,sciplex3-hvg-top1k
373,w1ot,alvespimycin,50,0.8651109750039242,0.60877615,0.0052001614822074,sciplex3-hvg-top1k
374,w2ot,alvespimycin,50,0.5782020563531486,1.7518433,0.0338873950993697,sciplex3-hvg-top1k
375,identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,sciplex3-hvg-top1k
376,observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,sciplex3-hvg-top1k
377,scgen,dacinostat,50,0.6885426976069033,1.604557,0.0131326566194184,sciplex3-hvg-top1k
378,w1ot,dacinostat,50,0.8389875171283141,1.2406459,0.0085226410324685,sciplex3-hvg-top1k
379,w2ot,dacinostat,50,0.1414882459965515,3.9900577,0.0563703785773072,sciplex3-hvg-top1k
380,identity,belinostat,50,0.5375346009835423,1.5128794,0.0084792575341998,sciplex3-hvg-top1k
381,observed,belinostat,50,0.9717329667279556,0.369087,0.0017509625927777,sciplex3-hvg-top1k
382,scgen,belinostat,50,0.8589588081704533,1.0484027,0.0112461060522764,sciplex3-hvg-top1k
383,w1ot,belinostat,50,0.781208213139013,0.9320069,0.0047501421325432,sciplex3-hvg-top1k
384,w2ot,belinostat,50,0.7288029679641612,1.2668636,0.0410721961206502,sciplex3-hvg-top1k
385,identity,belinostat,50,0.4575267496540623,1.7090307,0.0110385934714577,sciplex3-hvg-top1k
386,observed,belinostat,50,0.9821113879304604,0.3073153,0.0016732618937385,sciplex3-hvg-top1k
387,scgen,belinostat,50,0.8290408858037924,1.2333469,0.0139673838381713,sciplex3-hvg-top1k
388,w1ot,belinostat,50,0.6841657999378745,1.1929649,0.0073474906074989,sciplex3-hvg-top1k
389,w2ot,belinostat,50,0.2096716047860954,4.144341,0.0451060968335661,sciplex3-hvg-top1k
390,identity,tanespimycin,50,0.6818155716665536,1.0772883,0.0076324929762631,sciplex3-hvg-top1k
391,observed,tanespimycin,50,0.9830489302448948,0.23268028,0.0025697704649064,sciplex3-hvg-top1k
392,scgen,tanespimycin,50,0.8294649630743354,0.7444485,0.0089674849115544,sciplex3-hvg-top1k
393,w1ot,tanespimycin,50,0.8969502350088527,0.6564128,0.0050572340027429,sciplex3-hvg-top1k
394,w2ot,tanespimycin,50,0.9051674119093808,1.1927805,0.0198587535318154,sciplex3-hvg-top1k
395,identity,tanespimycin,50,0.730009167244807,0.92046684,0.0068321170425042,sciplex3-hvg-top1k
396,observed,tanespimycin,50,0.9713354427153412,0.30230856,0.0029944237577728,sciplex3-hvg-top1k
397,scgen,tanespimycin,50,0.8245321417292141,0.7183498,0.0087951126717962,sciplex3-hvg-top1k
398,w1ot,tanespimycin,50,0.92618176239009,0.6580739,0.0049610579875297,sciplex3-hvg-top1k
399,w2ot,tanespimycin,50,0.8606957849260407,1.1204087,0.024903455456967,sciplex3-hvg-top1k
400,identity,dacinostat,50,0.024076433232984,3.3112338,0.0317639920627698,sciplex3-hvg-top1k
401,observed,dacinostat,50,0.9851608402392176,0.3399718,0.0020044395746663,sciplex3-hvg-top1k
402,scgen,dacinostat,50,0.755720295883886,1.3200543,0.0104570397827774,sciplex3-hvg-top1k
403,w1ot,dacinostat,50,0.6891503070590151,1.4971194,0.0096599634736776,sciplex3-hvg-top1k
404,w2ot,dacinostat,50,0.2865003490557367,5.368122,0.0792546704119695,sciplex3-hvg-top1k
405,identity,jnj,50,0.9417704593442924,0.8681237,0.0039258403331041,sciplex3-hvg-top1k
406,observed,jnj,50,0.9760353293377888,0.29850262,0.0015960554033517,sciplex3-hvg-top1k
407,scgen,jnj,50,0.9108166104045524,0.5083854,0.0153562340140342,sciplex3-hvg-top1k
408,w1ot,jnj,50,0.9592866306578278,0.76384586,0.0053091754391789,sciplex3-hvg-top1k
409,w2ot,jnj,50,0.5125810386346239,3.1026745,0.074718932702197,sciplex3-hvg-top1k
410,identity,hesperadin,50,0.5748397157555848,1.6384678,0.0086718592687975,sciplex3-hvg-top1k
411,observed,hesperadin,50,0.9756157991088324,0.3396919,0.0022246531053679,sciplex3-hvg-top1k
412,scgen,hesperadin,50,0.9207739851764708,0.9514856,0.0094607568200444,sciplex3-hvg-top1k
413,w1ot,hesperadin,50,0.7382602357214559,1.1557846,0.0062155149519094,sciplex3-hvg-top1k
414,w2ot,hesperadin,50,0.3723197838505731,2.9309318,0.026594097442712,sciplex3-hvg-top1k
415,identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,sciplex3-hvg-top1k
416,observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,sciplex3-hvg-top1k
417,scgen,hesperadin,50,0.8938071641090122,1.0228704,0.0094452211827592,sciplex3-hvg-top1k
418,w1ot,hesperadin,50,0.8415317147557287,0.87250745,0.0045763471978716,sciplex3-hvg-top1k
419,w2ot,hesperadin,50,0.7198010454084572,1.6285489,0.0258285788857884,sciplex3-hvg-top1k
420,identity,tak,50,0.806366806469404,0.92750853,0.0053089583199471,sciplex3-hvg-top1k
421,observed,tak,50,0.9746374017504212,0.32629615,0.0028174179357301,sciplex3-hvg-top1k
422,scgen,tak,50,0.8047066792039623,0.93201226,0.0116636556817684,sciplex3-hvg-top1k
423,w1ot,tak,50,0.8811249728262499,0.73063993,0.0043542338453698,sciplex3-hvg-top1k
424,w2ot,tak,50,0.8803963729658362,0.8874776,0.0213775688891316,sciplex3-hvg-top1k
425,identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,sciplex3-hvg-top1k
426,observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,sciplex3-hvg-top1k
427,scgen,hesperadin,50,0.9359503191321682,0.9512944,0.0111716321913991,sciplex3-hvg-top1k
428,w1ot,hesperadin,50,0.8444332819361845,0.86553097,0.0044504903833149,sciplex3-hvg-top1k
429,w2ot,hesperadin,50,0.4830829750007473,2.6216524,0.0247870516259287,sciplex3-hvg-top1k
430,identity,belinostat,50,0.5244633851811521,1.5317575,0.008618389750336,sciplex3-hvg-top1k
431,observed,belinostat,50,0.9809383416003472,0.2782271,0.0015124663285678,sciplex3-hvg-top1k
432,scgen,belinostat,50,0.8140537663844687,1.0574913,0.0093834484639228,sciplex3-hvg-top1k
433,w1ot,belinostat,50,0.7951087463390718,0.8979656,0.004639239222015,sciplex3-hvg-top1k
434,w2ot,belinostat,50,0.7086359678917842,1.3663723,0.0353370079946991,sciplex3-hvg-top1k
435,identity,dacinostat,50,0.0736040984757774,3.643648,0.0342275914736092,sciplex3-hvg-top1k
436,observed,dacinostat,50,0.9823887861194892,0.46333578,0.0023456932255066,sciplex3-hvg-top1k
437,scgen,dacinostat,50,0.6896994460009394,1.635243,0.0150063824327662,sciplex3-hvg-top1k
438,w1ot,dacinostat,50,0.9051551060283798,0.9804571,0.0067915187124162,sciplex3-hvg-top1k
439,w2ot,dacinostat,50,0.1090780638018535,6.563788,0.0935654767023434,sciplex3-hvg-top1k
440,identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,sciplex3-hvg-top1k
441,observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,sciplex3-hvg-top1k
442,scgen,tak,50,0.927129456402682,0.6158357,0.0068600270789465,sciplex3-hvg-top1k
443,w1ot,tak,50,0.9461088143303424,0.5174022,0.0035168690435239,sciplex3-hvg-top1k
444,w2ot,tak,50,0.8751522702451267,0.8705141,0.0198708920772558,sciplex3-hvg-top1k
445,identity,flavopiridol,50,0.7362034946756042,1.1569718,0.0073104525308008,sciplex3-hvg-top1k
446,observed,flavopiridol,50,0.9735733853992352,0.34677762,0.0030339465220458,sciplex3-hvg-top1k
447,scgen,flavopiridol,50,0.8703874215197087,0.79907966,0.0094487195312433,sciplex3-hvg-top1k
448,w1ot,flavopiridol,50,0.9734956964462118,0.5158634,0.0040492413855099,sciplex3-hvg-top1k
449,w2ot,flavopiridol,50,0.8815271372833376,1.0533096,0.0255912652427516,sciplex3-hvg-top1k
450,identity,trametinib,8,0.2905555490313086,1.4512301043863496,0.0391133749378127,4i-melanoma-8h-48
451,observed,trametinib,8,0.9941077040382256,0.1296191016040825,0.002160834523004,4i-melanoma-8h-48
452,scgen,trametinib,8,0.8632300080882715,0.6064473785904801,0.0160784654317303,4i-melanoma-8h-48
453,w1ot,trametinib,8,0.9906891215686728,0.1733567536540797,0.002370139448942,4i-melanoma-8h-48
454,w2ot,trametinib,8,0.9898405293881788,0.1923841076546332,0.0053541877212529,4i-melanoma-8h-48
455,identity,staurosporine,8,0.0063848489618159,4.981590507313731,0.1664734877938533,4i-melanoma-8h-48
456,observed,staurosporine,8,0.9974976434860888,0.2453160362350417,0.002477599673702,4i-melanoma-8h-48
457,scgen,staurosporine,8,0.9836135808326222,0.643698674994449,0.0425240599708872,4i-melanoma-8h-48
458,w1ot,staurosporine,8,0.9956875168320656,0.4869282957990704,0.0045588108219688,4i-melanoma-8h-48
459,w2ot,staurosporine,8,0.9985986243324256,0.1827263171329906,0.0079042689958335,4i-melanoma-8h-48
460,identity,staurosporine,8,0.0059232006246033,4.93796518046244,0.1633712680241719,4i-melanoma-8h-48
461,observed,staurosporine,8,0.9986810807891164,0.1779866255591556,0.0023725038667254,4i-melanoma-8h-48
462,scgen,staurosporine,8,0.9913989602130988,0.4585570485177678,0.0476559237218534,4i-melanoma-8h-48
463,w1ot,staurosporine,8,0.9922792138847972,0.5540962072457064,0.0056703503770159,4i-melanoma-8h-48
464,w2ot,staurosporine,8,0.9965976111777,0.3127264087603324,0.0086939438766243,4i-melanoma-8h-48
465,identity,vindesine,8,0.3612109889070326,0.7507903106910124,0.0143867197498244,4i-melanoma-8h-48
466,observed,vindesine,8,0.927498850856391,0.2701114876319818,0.0025985618265587,4i-melanoma-8h-48
467,scgen,vindesine,8,0.8560575487046653,0.3929889985696467,0.0134972515261662,4i-melanoma-8h-48
468,w1ot,vindesine,8,0.905096264574782,0.3226205310965317,0.0033975266117234,4i-melanoma-8h-48
469,w2ot,vindesine,8,0.8886285599163551,0.3452171817370019,0.0029688926875419,4i-melanoma-8h-48
470,identity,everolimus,8,0.3156079040218838,0.9480610675009916,0.0142162258126751,4i-melanoma-8h-48
471,observed,everolimus,8,0.978256870069547,0.2446392670651314,0.0025552465772875,4i-melanoma-8h-48
472,scgen,everolimus,8,0.8589711299818372,0.467790957175213,0.0160423212598488,4i-melanoma-8h-48
473,w1ot,everolimus,8,0.9756538806993196,0.3171098073048366,0.0034822648407211,4i-melanoma-8h-48
474,w2ot,everolimus,8,0.975141623622234,0.1915582044401154,0.0025121333962531,4i-melanoma-8h-48
475,identity,vindesine,8,0.2715810535406782,0.8067374127138494,0.0150774265573264,4i-melanoma-8h-48
476,observed,vindesine,8,0.9271619418613584,0.2585690740234855,0.002581067176102,4i-melanoma-8h-48
477,scgen,vindesine,8,0.8140299714597351,0.4174155603604323,0.0139213353532856,4i-melanoma-8h-48
478,w1ot,vindesine,8,0.943682088570691,0.2388747567550659,0.0032923727764692,4i-melanoma-8h-48
479,w2ot,vindesine,8,0.9485175860757824,0.2680551459871211,0.0029919174481482,4i-melanoma-8h-48
480,identity,regorafenib,8,0.1643284861694887,1.3642198980018052,0.0358919564028195,4i-melanoma-8h-48
481,observed,regorafenib,8,0.9859171879859164,0.2307611850114301,0.002200804471991,4i-melanoma-8h-48
482,scgen,regorafenib,8,0.9418371850629362,0.3732743947313467,0.0107314993783305,4i-melanoma-8h-48
483,w1ot,regorafenib,8,0.99575628344729,0.1245326463161985,0.0025087834713907,4i-melanoma-8h-48
484,w2ot,regorafenib,8,0.9920204789382174,0.1473409118050313,0.0033697969218369,4i-melanoma-8h-48
485,identity,vindesine,8,0.2756138175607098,0.7622825074065157,0.014794345963383,4i-melanoma-8h-48
486,observed,vindesine,8,0.9831971247990986,0.1262111914433515,0.0020602837068199,4i-melanoma-8h-48
487,scgen,vindesine,8,0.8940980639850282,0.3083540098777282,0.0113151617849197,4i-melanoma-8h-48
488,w1ot,vindesine,8,0.930608274001755,0.260890224354774,0.0033003723215514,4i-melanoma-8h-48
489,w2ot,vindesine,8,0.9510053525937312,0.2317737380226748,0.0030439561532299,4i-melanoma-8h-48
490,identity,cisplatin,8,0.387556390573739,0.5664444965306179,0.0079640543624386,4i-melanoma-8h-48
491,observed,cisplatin,8,0.9649960397616156,0.1506393862838875,0.0020659631129108,4i-melanoma-8h-48
492,scgen,cisplatin,8,0.8741367034444455,0.2561322687769876,0.00643606692498,4i-melanoma-8h-48
493,w1ot,cisplatin,8,0.7275936296661426,0.3844692068168293,0.0036220665855563,4i-melanoma-8h-48
494,w2ot,cisplatin,8,0.9175994316070396,0.2216876490902035,0.0023708662462465,4i-melanoma-8h-48
495,identity,sorafenib,8,0.1469174070271722,1.1016030020884084,0.021967241315276,4i-melanoma-8h-48
496,observed,sorafenib,8,0.9678348688280334,0.2314118266741406,0.0025159714097705,4i-melanoma-8h-48
497,scgen,sorafenib,8,0.965103157104542,0.2324012798325468,0.0090497159539686,4i-melanoma-8h-48
498,w1ot,sorafenib,8,0.9720370046746932,0.1994715926579873,0.0024182868370169,4i-melanoma-8h-48
499,w2ot,sorafenib,8,0.9698815284779492,0.2163586164319747,0.0024406661116682,4i-melanoma-8h-48
500,identity,temozolomide,8,0.390763173776948,0.6083462916158199,0.0086009657453617,4i-melanoma-8h-48
501,observed,temozolomide,8,0.9856972802867678,0.096613087819761,0.0023276758213277,4i-melanoma-8h-48
502,scgen,temozolomide,8,0.8920777546577422,0.2692420065195587,0.0061772436316001,4i-melanoma-8h-48
503,w1ot,temozolomide,8,0.8538043161074693,0.318083519905531,0.0039015906912447,4i-melanoma-8h-48
504,w2ot,temozolomide,8,0.9690285637855474,0.1605496990856886,0.0026431844687276,4i-melanoma-8h-48
505,identity,imatinib,8,0.01855660414095,1.973940645841629,0.0407323500402437,4i-melanoma-8h-48
506,observed,imatinib,8,0.9825950273384642,0.332721550781153,0.0025591688377285,4i-melanoma-8h-48
507,scgen,imatinib,8,0.986047770319464,0.2388227115775905,0.0215790057284433,4i-melanoma-8h-48
508,w1ot,imatinib,8,0.9935043632865416,0.399456315342515,0.0041495567606201,4i-melanoma-8h-48
509,w2ot,imatinib,8,0.9887045414724972,0.2112614090899025,0.0029628393339735,4i-melanoma-8h-48
510,identity,paclitaxel,8,0.0005334173526389,2.554244184743386,0.0515138598831641,4i-melanoma-8h-48
511,observed,paclitaxel,8,0.99039039005344,0.210803023165404,0.0021316135962757,4i-melanoma-8h-48
512,scgen,paclitaxel,8,0.9423074098160312,0.5994343390024783,0.0296786384347521,4i-melanoma-8h-48
513,w1ot,paclitaxel,8,0.9843546762088898,0.5842869553529298,0.0037588787058925,4i-melanoma-8h-48
514,w2ot,paclitaxel,8,0.9915938973662752,0.215132709256326,0.0031025018764334,4i-melanoma-8h-48
515,identity,imatinib,8,0.0206733987295648,1.970164667264551,0.0395023120148831,4i-melanoma-8h-48
516,observed,imatinib,8,0.9963432531684592,0.1493763068313701,0.0018828706763374,4i-melanoma-8h-48
517,scgen,imatinib,8,0.9689315374649364,0.3520318328631273,0.0218502158943318,4i-melanoma-8h-48
518,w1ot,imatinib,8,0.9896838082912666,0.4370982821710391,0.0038843858380703,4i-melanoma-8h-48
519,w2ot,imatinib,8,0.9853047935607262,0.2836741913976889,0.0028081971329221,4i-melanoma-8h-48
520,identity,dexamethasone,8,0.5529230767382635,0.782164458442826,0.0154727928167139,4i-melanoma-8h-48
521,observed,dexamethasone,8,0.9816956354005516,0.1465586851120641,0.0019544543147525,4i-melanoma-8h-48
522,scgen,dexamethasone,8,0.823703167879258,0.4520934015893603,0.0119756043171784,4i-melanoma-8h-48
523,w1ot,dexamethasone,8,0.927731130412426,0.2878076629500499,0.0031882543747983,4i-melanoma-8h-48
524,w2ot,dexamethasone,8,0.9404663807907288,0.2547597109422174,0.0038132308648918,4i-melanoma-8h-48
525,identity,trametinib,8,0.2387951329932122,1.5487177710042312,0.0449417362301372,4i-melanoma-8h-48
526,observed,trametinib,8,0.9925858339758452,0.1600597215328031,0.0022865943995712,4i-melanoma-8h-48
527,scgen,trametinib,8,0.8649611820465816,0.6575172319886127,0.0144166296631654,4i-melanoma-8h-48
528,w1ot,trametinib,8,0.9874162948152492,0.2744487147374773,0.0036159999306923,4i-melanoma-8h-48
529,w2ot,trametinib,8,0.9812650183302892,0.2518441225194949,0.0047242082012054,4i-melanoma-8h-48
530,identity,ixazomib,8,0.0010035857698508,2.031077904420819,0.0423932455990511,4i-melanoma-8h-48
531,observed,ixazomib,8,0.9735257212722168,0.3503610464264054,0.0027371707933535,4i-melanoma-8h-48
