model,perturbation,latent_dim,cell_r2,cell_l2,cell_mmd,cell_wasserstein,dataset_name
w2ot,givinostat,50,0.6553910784531066,1.5634674,0.0552762303392714,4.569695666272805,sciplex3-hvg-top1k
identity,belinostat,50,0.5375346009835423,1.5128794,0.0084792575341998,4.839414191644658,sciplex3-hvg-top1k
observed,belinostat,50,0.9717329667279556,0.369087,0.0017509625927777,4.226796994726062,sciplex3-hvg-top1k
scgen,belinostat,50,0.8452491872368022,1.0410446,0.010028095947855,4.54329997512958,sciplex3-hvg-top1k
w1ot,belinostat,50,0.768943281413928,0.9601634,0.0051982659868372,4.638868463572538,sciplex3-hvg-top1k
w2ot,belinostat,50,0.715610707275156,1.2805886,0.0276387409810895,4.680003598655441,sciplex3-hvg-top1k
identity,tak,50,0.8126380808688125,0.925536,0.0052029423910425,4.320616614010307,sciplex3-hvg-top1k
observed,tak,50,0.9833974382033238,0.26009887,0.0026048361710854,4.023246861755451,sciplex3-hvg-top1k
scgen,tak,50,0.8649786748806557,0.7762006,0.0070202326463186,4.155109361743436,sciplex3-hvg-top1k
w1ot,tak,50,0.9621333254589683,0.4241353,0.003400239754701,4.066274352650671,sciplex3-hvg-top1k
w2ot,tak,50,0.6628591761464502,1.3883281,0.0366063554320372,4.527794519607699,sciplex3-hvg-top1k
identity,jnj,50,0.9636013994138344,0.9403704,0.0050042257457971,3.889147621511519,sciplex3-hvg-top1k
observed,jnj,50,0.9730546187736312,0.36738774,0.0015787632763385,3.07452193235547,sciplex3-hvg-top1k
scgen,jnj,50,0.934946764359649,0.42612937,0.0152728442847728,3.639822337658242,sciplex3-hvg-top1k
w1ot,jnj,50,0.9819955130350004,0.41307998,0.0047233518585562,3.527034968351564,sciplex3-hvg-top1k
w2ot,jnj,50,0.7777116257353063,1.1159097,0.0361786859212219,3.8507272231174494,sciplex3-hvg-top1k
identity,hesperadin,50,0.6451032161992201,1.5102707,0.0074008128122659,5.323080489771653,sciplex3-hvg-top1k
observed,hesperadin,50,0.9752714960517848,0.4130655,0.0023362152848858,5.047323441740912,sciplex3-hvg-top1k
scgen,hesperadin,50,0.9287930368401844,0.99051136,0.0090548578236484,4.910567400495836,sciplex3-hvg-top1k
w1ot,hesperadin,50,0.933154762662618,0.58642995,0.0032854445802513,5.189742137631595,sciplex3-hvg-top1k
w2ot,hesperadin,50,0.5955043344373419,1.9709923,0.0257913276443224,5.506715667081072,sciplex3-hvg-top1k
identity,flavopiridol,50,0.6757880375569877,1.3254113,0.0086532435058325,4.974081757737477,sciplex3-hvg-top1k
observed,flavopiridol,50,0.9275810889917668,0.6026908,0.0037845487220329,4.320316670239105,sciplex3-hvg-top1k
scgen,flavopiridol,50,0.8558045282790829,0.97654325,0.0125549598234647,4.260150346208045,sciplex3-hvg-top1k
w1ot,flavopiridol,50,0.8961147473847904,0.8013609,0.0052498828344687,4.624360281390464,sciplex3-hvg-top1k
w2ot,flavopiridol,50,0.8263112650746421,1.2492757,0.0262922388817821,4.415680957481002,sciplex3-hvg-top1k
identity,tanespimycin,50,0.730009167244807,0.92046684,0.0068321170425042,3.999431635239165,sciplex3-hvg-top1k
observed,tanespimycin,50,0.9713354427153412,0.30230856,0.0029944237577728,3.552118867330304,sciplex3-hvg-top1k
scgen,tanespimycin,50,0.8362369294241075,0.7008233,0.0083917744015343,3.56884379557476,sciplex3-hvg-top1k
w1ot,tanespimycin,50,0.919882025598761,0.6117994,0.005049996653106,3.845846229122736,sciplex3-hvg-top1k
w2ot,tanespimycin,50,0.3339850149150611,3.0901804,0.0396207331874133,6.1005126093236175,sciplex3-hvg-top1k
identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,5.313829201468063,sciplex3-hvg-top1k
observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,5.066121534532999,sciplex3-hvg-top1k
scgen,hesperadin,50,0.9359503191321682,0.9512944,0.0111716321913991,4.98479373837962,sciplex3-hvg-top1k
w1ot,hesperadin,50,0.8635210611785978,0.80463666,0.0043227134353946,5.12926299639849,sciplex3-hvg-top1k
w2ot,hesperadin,50,0.687735921221508,1.7950886,0.022199273207105,5.361581815706583,sciplex3-hvg-top1k
identity,belinostat,50,0.5375346009835423,1.5128794,0.0084792575341998,4.839414191644658,sciplex3-hvg-top1k
observed,belinostat,50,0.9717329667279556,0.369087,0.0017509625927777,4.226796994726062,sciplex3-hvg-top1k
scgen,belinostat,50,0.8589588081704533,1.0484027,0.0112461060522764,4.496200375417754,sciplex3-hvg-top1k
w1ot,belinostat,50,0.7667707297756272,0.9649065,0.0051321203506086,4.627532474247113,sciplex3-hvg-top1k
w2ot,belinostat,50,0.6573951412943385,1.7921449,0.0291048785866362,5.098485185126918,sciplex3-hvg-top1k
identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,6.339257735206162,sciplex3-hvg-top1k
observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,4.000854147217757,sciplex3-hvg-top1k
scgen,dacinostat,50,0.6885426976069033,1.604557,0.0131326566194184,4.722227923684395,sciplex3-hvg-top1k
w1ot,dacinostat,50,0.8564566301625034,1.171505,0.0084705840470269,4.687980185382071,sciplex3-hvg-top1k
w2ot,dacinostat,50,0.7478718679669604,1.4551675,0.0620377137597591,5.251167758731937,sciplex3-hvg-top1k
identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,4.689672221255613,sciplex3-hvg-top1k
observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,3.5068695875227025,sciplex3-hvg-top1k
scgen,givinostat,50,0.803993655354309,1.1635818,0.0081234643922653,4.32720334413188,sciplex3-hvg-top1k
w1ot,givinostat,50,0.8346909163873941,0.9335761,0.0046605550148524,4.044903898855357,sciplex3-hvg-top1k
w2ot,givinostat,50,0.570924975103128,2.1602812,0.0587895940403124,4.96694215895544,sciplex3-hvg-top1k
identity,tanespimycin,50,0.730009167244807,0.92046684,0.0068321170425042,3.999431635239165,sciplex3-hvg-top1k
observed,tanespimycin,50,0.9713354427153412,0.30230856,0.0029944237577728,3.552118867330304,sciplex3-hvg-top1k
scgen,tanespimycin,50,0.9068284842953304,0.52440554,0.006659493901534,3.5709806502088943,sciplex3-hvg-top1k
w1ot,tanespimycin,50,0.9069798725871676,0.61928284,0.0049070348124951,3.840515184912178,sciplex3-hvg-top1k
w2ot,tanespimycin,50,0.8566658113062491,0.938529,0.0256786593535634,3.7100043535476703,sciplex3-hvg-top1k
identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,3.907489275293373,sciplex3-hvg-top1k
observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,3.308502111979388,sciplex3-hvg-top1k
scgen,alvespimycin,50,0.7467688842740513,0.83074075,0.0092697370052337,3.5005942599347764,sciplex3-hvg-top1k
w1ot,alvespimycin,50,0.9117581069717968,0.66879296,0.0056090198690071,3.6954050176666944,sciplex3-hvg-top1k
w2ot,alvespimycin,50,0.7824064668278334,1.0589291,0.0319433855463591,3.6587260322300863,sciplex3-hvg-top1k
identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,4.343902055790366,sciplex3-hvg-top1k
observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,3.988651357976426,sciplex3-hvg-top1k
scgen,tak,50,0.9442891271435714,0.6454298,0.0088160310352395,3.8041708539386767,sciplex3-hvg-top1k
w1ot,tak,50,0.9547247120751648,0.5093216,0.0034549160623282,4.193271870254983,sciplex3-hvg-top1k
w2ot,tak,50,0.3333424311825362,3.3306031,0.0410827472863873,6.037761171076163,sciplex3-hvg-top1k
identity,flavopiridol,50,0.7900877616229688,1.0236616,0.0065947994487942,4.725100069124337,sciplex3-hvg-top1k
observed,flavopiridol,50,0.9765279650760544,0.32698247,0.0029220921400701,4.180171468351725,sciplex3-hvg-top1k
scgen,flavopiridol,50,0.926518481889366,0.690168,0.0083370346782589,4.155309404567598,sciplex3-hvg-top1k
w1ot,flavopiridol,50,0.9710053668818406,0.51840556,0.0043009684518619,4.358337586403914,sciplex3-hvg-top1k
w2ot,flavopiridol,50,0.8748747187959566,0.8674471,0.0259076261930415,4.227706826266868,sciplex3-hvg-top1k
identity,flavopiridol,50,0.7362034946756042,1.1569718,0.0073104525308008,4.765039106520811,sciplex3-hvg-top1k
observed,flavopiridol,50,0.9735733853992352,0.34677762,0.0030339465220458,4.236522587476895,sciplex3-hvg-top1k
scgen,flavopiridol,50,0.9318009991294224,0.7233774,0.0109870195943221,4.117294790504524,sciplex3-hvg-top1k
w1ot,flavopiridol,50,0.963006468526535,0.5269198,0.0042223476155777,4.400247389366182,sciplex3-hvg-top1k
w2ot,flavopiridol,50,0.8606548354459054,1.0314788,0.0260155052580931,4.317441993264047,sciplex3-hvg-top1k
identity,givinostat,50,0.3517405696467549,2.1590354,0.0090621593175455,4.702771685935954,sciplex3-hvg-top1k
observed,givinostat,50,0.9897117469640362,0.27188942,0.0020315529778599,3.646981836966828,sciplex3-hvg-top1k
scgen,givinostat,50,0.7397547478327596,1.3297299,0.0102088398439809,4.454550876868372,sciplex3-hvg-top1k
w1ot,givinostat,50,0.7007205024207991,1.2340426,0.0050211935956031,4.140993699855885,sciplex3-hvg-top1k
w2ot,givinostat,50,0.1964724492857688,6.841704,0.1138906314082277,9.734703980544548,sciplex3-hvg-top1k
identity,alvespimycin,50,0.5785069183299044,1.1890396,0.0077654433087445,4.026468744326285,sciplex3-hvg-top1k
observed,alvespimycin,50,0.9767768074774804,0.2645169,0.00243342529051,3.310073596521508,sciplex3-hvg-top1k
scgen,alvespimycin,50,0.7642049163132262,0.85806155,0.0128270481340587,3.417016175014721,sciplex3-hvg-top1k
w1ot,alvespimycin,50,0.806449517877373,0.8149752,0.0058804447995498,3.74068128805948,sciplex3-hvg-top1k
w2ot,alvespimycin,50,0.7820973972549411,1.0473529,0.0304366813332623,3.757470976009047,sciplex3-hvg-top1k
identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,4.689672221255613,sciplex3-hvg-top1k
observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,3.5068695875227025,sciplex3-hvg-top1k
scgen,givinostat,50,0.803993655354309,1.1635818,0.0081234643922653,4.32720334413188,sciplex3-hvg-top1k
w1ot,givinostat,50,0.8346909163873941,0.9335761,0.0046605550148524,4.044903898855357,sciplex3-hvg-top1k
w2ot,givinostat,50,0.7941546125650593,1.3618109,0.0460667314060386,4.462917792994253,sciplex3-hvg-top1k
identity,jnj,50,0.9636013994138344,0.9403704,0.0050042257457971,3.889147621511519,sciplex3-hvg-top1k
observed,jnj,50,0.9730546187736312,0.36738774,0.0015787632763385,3.07452193235547,sciplex3-hvg-top1k
scgen,jnj,50,0.9407534243752292,0.39742166,0.013983057141304,3.600772695945211,sciplex3-hvg-top1k
w1ot,jnj,50,0.9835954575237404,0.3797769,0.004745780006051,3.526028148673557,sciplex3-hvg-top1k
w2ot,jnj,50,0.7167241855077121,1.5099245,0.0405278548491882,4.336492506382375,sciplex3-hvg-top1k
identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,3.907489275293373,sciplex3-hvg-top1k
observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,3.308502111979388,sciplex3-hvg-top1k
scgen,alvespimycin,50,0.7467688842740513,0.83074075,0.0092697370052337,3.5005942599347764,sciplex3-hvg-top1k
w1ot,alvespimycin,50,0.9117581069717968,0.66879296,0.0056090198690071,3.6954050176666944,sciplex3-hvg-top1k
w2ot,alvespimycin,50,0.4282804529422652,2.5462549,0.036110084068591,5.170614135285198,sciplex3-hvg-top1k
identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,6.339257735206162,sciplex3-hvg-top1k
observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,4.000854147217757,sciplex3-hvg-top1k
scgen,dacinostat,50,0.780856600872125,1.3401533,0.0115745581593364,4.633564692672119,sciplex3-hvg-top1k
w1ot,dacinostat,50,0.8183008549417433,1.281322,0.0092971895285882,4.704319832658062,sciplex3-hvg-top1k
w2ot,dacinostat,50,0.1414882459965515,3.9900577,0.0563703785773072,7.568114301205036,sciplex3-hvg-top1k
identity,givinostat,50,0.3966379764882864,2.1075182,0.0099917110148817,4.689672221255613,sciplex3-hvg-top1k
observed,givinostat,50,0.9904413239838872,0.2209666,0.0018436855077743,3.5068695875227025,sciplex3-hvg-top1k
scgen,givinostat,50,0.817313920764839,1.1278687,0.0110569866257719,4.3446321344189895,sciplex3-hvg-top1k
w1ot,givinostat,50,0.7488786900647747,1.1527922,0.005126971732825,4.130713957294847,sciplex3-hvg-top1k
w2ot,givinostat,50,0.6553910784531066,1.5634674,0.0552762303392714,4.569695666272805,sciplex3-hvg-top1k
identity,tanespimycin,50,0.6924636768010487,1.0111017,0.0074161568796262,4.100352470640061,sciplex3-hvg-top1k
observed,tanespimycin,50,0.9695041326793516,0.29562366,0.0027033649990335,3.548923954487884,sciplex3-hvg-top1k
scgen,tanespimycin,50,0.8635821461360516,0.62937415,0.0065592615283094,3.6091243008164025,sciplex3-hvg-top1k
w1ot,tanespimycin,50,0.9408436076815572,0.5307342,0.0046126878424547,3.773228031835381,sciplex3-hvg-top1k
w2ot,tanespimycin,50,0.1841011056767539,5.1228485,0.0807838836966741,8.822035792235102,sciplex3-hvg-top1k
identity,jnj,50,0.9636013994138344,0.9403704,0.0050042257457971,3.889147621511519,sciplex3-hvg-top1k
observed,jnj,50,0.9730546187736312,0.36738774,0.0015787632763385,3.07452193235547,sciplex3-hvg-top1k
scgen,jnj,50,0.9570530173538276,0.35208112,0.0097523088753223,3.474160863464271,sciplex3-hvg-top1k
w1ot,jnj,50,0.982072596790948,0.44923964,0.0048685285449028,3.564954474482158,sciplex3-hvg-top1k
w2ot,jnj,50,0.6416972241438207,1.7910843,0.0520566024371479,4.650483432268167,sciplex3-hvg-top1k
identity,jnj,50,0.9659516749351398,0.97914267,0.0050837444514036,3.932069170142732,sciplex3-hvg-top1k
observed,jnj,50,0.9722425024085364,0.3236268,0.0016823624819517,3.1117435689684525,sciplex3-hvg-top1k
scgen,jnj,50,0.9507896269018882,0.3812246,0.0115959860384464,3.4850236475576364,sciplex3-hvg-top1k
w1ot,jnj,50,0.9794177374761774,0.37273818,0.0056503262370824,3.508490928604812,sciplex3-hvg-top1k
w2ot,jnj,50,0.7921143621663678,0.97113305,0.0377908065748434,3.684108859090383,sciplex3-hvg-top1k
identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,4.343902055790366,sciplex3-hvg-top1k
observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,3.988651357976426,sciplex3-hvg-top1k
scgen,tak,50,0.9442891271435714,0.6454298,0.0088160310352395,3.8041708539386767,sciplex3-hvg-top1k
w1ot,tak,50,0.963285315489545,0.429937,0.0033419753061025,4.110078613443514,sciplex3-hvg-top1k
w2ot,tak,50,0.736447807390897,1.2664388,0.0255277911980351,4.17773782193859,sciplex3-hvg-top1k
identity,alvespimycin,50,0.6234730020971697,1.0822077,0.0077908378047868,3.907489275293373,sciplex3-hvg-top1k
observed,alvespimycin,50,0.9685802022009492,0.30109274,0.0026890839356929,3.308502111979388,sciplex3-hvg-top1k
scgen,alvespimycin,50,0.7888994696150311,0.76144964,0.01087301870808,3.4019682610075708,sciplex3-hvg-top1k
w1ot,alvespimycin,50,0.8915639797695395,0.60076797,0.0051822636323049,3.630787551279716,sciplex3-hvg-top1k
w2ot,alvespimycin,50,0.7892523612073961,1.3258203,0.0292629174634162,3.724662472015038,sciplex3-hvg-top1k
identity,alvespimycin,50,0.5411564806809528,1.2455996,0.0083560878178104,4.089412845462595,sciplex3-hvg-top1k
observed,alvespimycin,50,0.9724144630164808,0.27253118,0.0026255909726023,3.258444165453449,sciplex3-hvg-top1k
scgen,alvespimycin,50,0.8686637163536219,0.69704896,0.0122166550485417,3.273824244638002,sciplex3-hvg-top1k
w1ot,alvespimycin,50,0.8651109750039242,0.60877615,0.0052001614822074,3.578134742214057,sciplex3-hvg-top1k
w2ot,alvespimycin,50,0.5782020563531486,1.7518433,0.0338873950993697,4.208831949824852,sciplex3-hvg-top1k
identity,dacinostat,50,0.0595407877053906,3.6176507,0.0350174437882378,6.339257735206162,sciplex3-hvg-top1k
observed,dacinostat,50,0.9801590599036756,0.44453818,0.0023784697474911,4.000854147217757,sciplex3-hvg-top1k
scgen,dacinostat,50,0.6885426976069033,1.604557,0.0131326566194184,4.722227923684395,sciplex3-hvg-top1k
w1ot,dacinostat,50,0.8389875171283141,1.2406459,0.0085226410324685,4.6316336649111225,sciplex3-hvg-top1k
w2ot,dacinostat,50,0.1414882459965515,3.9900577,0.0563703785773072,7.568114301205036,sciplex3-hvg-top1k
identity,belinostat,50,0.5375346009835423,1.5128794,0.0084792575341998,4.839414191644658,sciplex3-hvg-top1k
observed,belinostat,50,0.9717329667279556,0.369087,0.0017509625927777,4.226796994726062,sciplex3-hvg-top1k
scgen,belinostat,50,0.8589588081704533,1.0484027,0.0112461060522764,4.496200375417754,sciplex3-hvg-top1k
w1ot,belinostat,50,0.781208213139013,0.9320069,0.0047501421325432,4.591617649271185,sciplex3-hvg-top1k
w2ot,belinostat,50,0.7288029679641612,1.2668636,0.0410721961206502,4.728355123091372,sciplex3-hvg-top1k
identity,belinostat,50,0.4575267496540623,1.7090307,0.0110385934714577,5.053705517597643,sciplex3-hvg-top1k
observed,belinostat,50,0.9821113879304604,0.3073153,0.0016732618937385,4.288079896785744,sciplex3-hvg-top1k
scgen,belinostat,50,0.8290408858037924,1.2333469,0.0139673838381713,4.696015579317257,sciplex3-hvg-top1k
w1ot,belinostat,50,0.6841657999378745,1.1929649,0.0073474906074989,4.849334443330125,sciplex3-hvg-top1k
w2ot,belinostat,50,0.2096716047860954,4.144341,0.0451060968335661,7.441081170396744,sciplex3-hvg-top1k
identity,tanespimycin,50,0.6818155716665536,1.0772883,0.0076324929762631,4.240939247434864,sciplex3-hvg-top1k
observed,tanespimycin,50,0.9830489302448948,0.23268028,0.0025697704649064,3.611337706404004,sciplex3-hvg-top1k
scgen,tanespimycin,50,0.8294649630743354,0.7444485,0.0089674849115544,3.703456310298536,sciplex3-hvg-top1k
w1ot,tanespimycin,50,0.8969502350088527,0.6564128,0.0050572340027429,3.9089217172970216,sciplex3-hvg-top1k
w2ot,tanespimycin,50,0.9051674119093808,1.1927805,0.0198587535318154,3.890801073341488,sciplex3-hvg-top1k
identity,tanespimycin,50,0.730009167244807,0.92046684,0.0068321170425042,3.999431635239165,sciplex3-hvg-top1k
observed,tanespimycin,50,0.9713354427153412,0.30230856,0.0029944237577728,3.552118867330304,sciplex3-hvg-top1k
scgen,tanespimycin,50,0.8245321417292141,0.7183498,0.0087951126717962,3.592272647304364,sciplex3-hvg-top1k
w1ot,tanespimycin,50,0.92618176239009,0.6580739,0.0049610579875297,3.925014886275088,sciplex3-hvg-top1k
w2ot,tanespimycin,50,0.8606957849260407,1.1204087,0.024903455456967,3.795795921610278,sciplex3-hvg-top1k
identity,dacinostat,50,0.024076433232984,3.3112338,0.0317639920627698,5.964562134134001,sciplex3-hvg-top1k
observed,dacinostat,50,0.9851608402392176,0.3399718,0.0020044395746663,3.936766408136938,sciplex3-hvg-top1k
scgen,dacinostat,50,0.755720295883886,1.3200543,0.0104570397827774,4.551821595425476,sciplex3-hvg-top1k
w1ot,dacinostat,50,0.6891503070590151,1.4971194,0.0096599634736776,4.682588390681032,sciplex3-hvg-top1k
w2ot,dacinostat,50,0.2865003490557367,5.368122,0.0792546704119695,8.922760994656489,sciplex3-hvg-top1k
identity,jnj,50,0.9417704593442924,0.8681237,0.0039258403331041,3.5912314327242765,sciplex3-hvg-top1k
observed,jnj,50,0.9760353293377888,0.29850262,0.0015960554033517,3.0085990318300158,sciplex3-hvg-top1k
scgen,jnj,50,0.9108166104045524,0.5083854,0.0153562340140342,3.4369477734210685,sciplex3-hvg-top1k
w1ot,jnj,50,0.9592866306578278,0.76384586,0.0053091754391789,3.549581972247831,sciplex3-hvg-top1k
w2ot,jnj,50,0.5125810386346239,3.1026745,0.074718932702197,6.270037123872654,sciplex3-hvg-top1k
identity,hesperadin,50,0.5748397157555848,1.6384678,0.0086718592687975,5.414329263857275,sciplex3-hvg-top1k
observed,hesperadin,50,0.9756157991088324,0.3396919,0.0022246531053679,5.005218111746872,sciplex3-hvg-top1k
scgen,hesperadin,50,0.9207739851764708,0.9514856,0.0094607568200444,5.135680641249304,sciplex3-hvg-top1k
w1ot,hesperadin,50,0.7382602357214559,1.1557846,0.0062155149519094,5.365231564900053,sciplex3-hvg-top1k
w2ot,hesperadin,50,0.3723197838505731,2.9309318,0.026594097442712,6.75721656658173,sciplex3-hvg-top1k
identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,5.313829201468063,sciplex3-hvg-top1k
observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,5.066121534532999,sciplex3-hvg-top1k
scgen,hesperadin,50,0.8938071641090122,1.0228704,0.0094452211827592,5.051898892699322,sciplex3-hvg-top1k
w1ot,hesperadin,50,0.8415317147557287,0.87250745,0.0045763471978716,5.138566875786172,sciplex3-hvg-top1k
w2ot,hesperadin,50,0.7198010454084572,1.6285489,0.0258285788857884,5.326789921545909,sciplex3-hvg-top1k
identity,tak,50,0.806366806469404,0.92750853,0.0053089583199471,4.342248891986729,sciplex3-hvg-top1k
observed,tak,50,0.9746374017504212,0.32629615,0.0028174179357301,4.01420759279339,sciplex3-hvg-top1k
scgen,tak,50,0.8047066792039623,0.93201226,0.0116636556817684,4.145597013728345,sciplex3-hvg-top1k
w1ot,tak,50,0.8811249728262499,0.73063993,0.0043542338453698,4.276242457459119,sciplex3-hvg-top1k
w2ot,tak,50,0.8803963729658362,0.8874776,0.0213775688891316,4.003907428824786,sciplex3-hvg-top1k
identity,hesperadin,50,0.6847539461569623,1.4038821,0.0068229910120135,5.313829201468063,sciplex3-hvg-top1k
observed,hesperadin,50,0.9803172184882892,0.41313186,0.0024177289311774,5.066121534532999,sciplex3-hvg-top1k
scgen,hesperadin,50,0.9359503191321682,0.9512944,0.0111716321913991,4.98479373837962,sciplex3-hvg-top1k
w1ot,hesperadin,50,0.8444332819361845,0.86553097,0.0044504903833149,5.161604201797863,sciplex3-hvg-top1k
w2ot,hesperadin,50,0.4830829750007473,2.6216524,0.0247870516259287,6.344344289461946,sciplex3-hvg-top1k
identity,belinostat,50,0.5244633851811521,1.5317575,0.008618389750336,4.856571892793773,sciplex3-hvg-top1k
observed,belinostat,50,0.9809383416003472,0.2782271,0.0015124663285678,4.271877279643969,sciplex3-hvg-top1k
scgen,belinostat,50,0.8140537663844687,1.0574913,0.0093834484639228,4.531081881365341,sciplex3-hvg-top1k
w1ot,belinostat,50,0.7951087463390718,0.8979656,0.004639239222015,4.617024855584365,sciplex3-hvg-top1k
w2ot,belinostat,50,0.7086359678917842,1.3663723,0.0353370079946991,4.700026007991391,sciplex3-hvg-top1k
identity,dacinostat,50,0.0736040984757774,3.643648,0.0342275914736092,6.378984956099347,sciplex3-hvg-top1k
observed,dacinostat,50,0.9823887861194892,0.46333578,0.0023456932255066,3.9983131454036496,sciplex3-hvg-top1k
scgen,dacinostat,50,0.6896994460009394,1.635243,0.0150063824327662,4.649907382167632,sciplex3-hvg-top1k
w1ot,dacinostat,50,0.9051551060283798,0.9804571,0.0067915187124162,4.446902532458881,sciplex3-hvg-top1k
w2ot,dacinostat,50,0.1090780638018535,6.563788,0.0935654767023434,10.174699456766165,sciplex3-hvg-top1k
identity,tak,50,0.7689245627713056,1.0377927,0.0056551589380251,4.343902055790366,sciplex3-hvg-top1k
observed,tak,50,0.9765770880817436,0.3166858,0.0027081116536282,3.988651357976426,sciplex3-hvg-top1k
scgen,tak,50,0.927129456402682,0.6158357,0.0068600270789465,3.960262339675991,sciplex3-hvg-top1k
w1ot,tak,50,0.9461088143303424,0.5174022,0.0035168690435239,4.164754549768773,sciplex3-hvg-top1k
w2ot,tak,50,0.8751522702451267,0.8705141,0.0198708920772558,4.016565147612881,sciplex3-hvg-top1k
identity,flavopiridol,50,0.7362034946756042,1.1569718,0.0073104525308008,4.765039106520811,sciplex3-hvg-top1k
observed,flavopiridol,50,0.9735733853992352,0.34677762,0.0030339465220458,4.236522587476895,sciplex3-hvg-top1k
scgen,flavopiridol,50,0.8703874215197087,0.79907966,0.0094487195312433,4.22812716694407,sciplex3-hvg-top1k
w1ot,flavopiridol,50,0.9734956964462118,0.5158634,0.0040492413855099,4.416691941442234,sciplex3-hvg-top1k
w2ot,flavopiridol,50,0.8815271372833376,1.0533096,0.0255912652427516,4.308447276669368,sciplex3-hvg-top1k
identity,trametinib,8,0.2905555490313086,1.4512301043863496,0.0391133749378127,2.5372404910187947,4i-melanoma-8h-48
observed,trametinib,8,0.9941077040382256,0.1296191016040825,0.002160834523004,1.7063906000845566,4i-melanoma-8h-48
scgen,trametinib,8,0.8632300080882715,0.6064473785904801,0.0160784654317303,2.072250532980178,4i-melanoma-8h-48
w1ot,trametinib,8,0.9906891215686728,0.1733567536540797,0.002370139448942,1.7914100310255086,4i-melanoma-8h-48
w2ot,trametinib,8,0.9898405293881788,0.1923841076546332,0.0053541877212529,1.82204885735558,4i-melanoma-8h-48
identity,staurosporine,8,0.0063848489618159,4.981590507313731,0.1664734877938533,5.9521729196299376,4i-melanoma-8h-48
observed,staurosporine,8,0.9974976434860888,0.2453160362350417,0.002477599673702,2.246529862259499,4i-melanoma-8h-48
scgen,staurosporine,8,0.9836135808326222,0.643698674994449,0.0425240599708872,3.1266518903845744,4i-melanoma-8h-48
w1ot,staurosporine,8,0.9956875168320656,0.4869282957990704,0.0045588108219688,2.5905163463760283,4i-melanoma-8h-48
w2ot,staurosporine,8,0.9985986243324256,0.1827263171329906,0.0079042689958335,2.494411651798902,4i-melanoma-8h-48
identity,staurosporine,8,0.0059232006246033,4.93796518046244,0.1633712680241719,5.91498583098417,4i-melanoma-8h-48
observed,staurosporine,8,0.9986810807891164,0.1779866255591556,0.0023725038667254,2.240245359284041,4i-melanoma-8h-48
scgen,staurosporine,8,0.9913989602130988,0.4585570485177678,0.0476559237218534,3.1841348651411225,4i-melanoma-8h-48
w1ot,staurosporine,8,0.9922792138847972,0.5540962072457064,0.0056703503770159,2.697013841017001,4i-melanoma-8h-48
w2ot,staurosporine,8,0.9965976111777,0.3127264087603324,0.0086939438766243,2.527342199456215,4i-melanoma-8h-48
identity,vindesine,8,0.3612109889070326,0.7507903106910124,0.0143867197498244,2.1554775588722936,4i-melanoma-8h-48
observed,vindesine,8,0.927498850856391,0.2701114876319818,0.0025985618265587,1.9140587232462272,4i-melanoma-8h-48
scgen,vindesine,8,0.8560575487046653,0.3929889985696467,0.0134972515261662,1.923569465191187,4i-melanoma-8h-48
w1ot,vindesine,8,0.905096264574782,0.3226205310965317,0.0033975266117234,2.004082998827672,4i-melanoma-8h-48
w2ot,vindesine,8,0.8886285599163551,0.3452171817370019,0.0029688926875419,1.9096261287387128,4i-melanoma-8h-48
identity,everolimus,8,0.3156079040218838,0.9480610675009916,0.0142162258126751,2.0328883410494307,4i-melanoma-8h-48
observed,everolimus,8,0.978256870069547,0.2446392670651314,0.0025552465772875,1.6872895214747978,4i-melanoma-8h-48
scgen,everolimus,8,0.8589711299818372,0.467790957175213,0.0160423212598488,1.8610268304166089,4i-melanoma-8h-48
w1ot,everolimus,8,0.9756538806993196,0.3171098073048366,0.0034822648407211,1.714341069756594,4i-melanoma-8h-48
w2ot,everolimus,8,0.975141623622234,0.1915582044401154,0.0025121333962531,1.6521356158332527,4i-melanoma-8h-48
identity,vindesine,8,0.2715810535406782,0.8067374127138494,0.0150774265573264,2.1259357939440675,4i-melanoma-8h-48
